Country,Subset,ShortenedQuestion,ShortName,Answer,Percentage
Romania,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,59
Romania,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,41
Romania,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,75
Romania,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,25
Sweden,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,92
Sweden,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,8
Sweden,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,92
Sweden,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,8
Sweden,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,90
Sweden,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,10
Sweden,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,88
Sweden,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,12
Sweden,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,88
Sweden,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,12
Slovenia,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,82
Slovenia,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,18
Slovenia,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,76
Slovenia,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,24
Slovenia,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,78
Slovenia,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,22
Slovenia,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,68
Slovenia,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,32
Slovenia,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,76
Slovenia,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,24
Slovakia,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,72
Slovakia,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,28
Slovakia,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,56
Slovakia,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,44
Slovakia,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,71
Slovakia,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,29
Slovakia,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,44
Slovakia,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,56
Slovakia,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,63
Slovakia,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,37
United Kingdom,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,80
United Kingdom,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,20
United Kingdom,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,78
United Kingdom,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,22
United Kingdom,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,74
United Kingdom,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,26
United Kingdom,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,73
United Kingdom,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,27
United Kingdom,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,81
United Kingdom,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,19
Average,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,81
Average,Lesbian,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,19
Average,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,75
Average,Gay,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,25
Average,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,74
Average,Bisexual women,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,26
Average,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,65
Average,Bisexual men,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,35
Average,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),Yes,78
Average,Transgender,Are there organisations that support transgender individuals who have encountered discrimination?,Organizations (Transgender),No,22
Austria,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,69
Austria,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Austria,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Austria,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,59
Austria,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,36
Austria,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Austria,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,75
Austria,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,21
Austria,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Austria,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,54
Austria,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
Austria,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,11
Austria,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,67
Austria,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,27
Austria,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Belgium,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,70
Belgium,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,21
Belgium,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,9
Belgium,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,69
Belgium,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,23
Belgium,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Belgium,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,73
Belgium,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,19
Belgium,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Belgium,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
Belgium,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
Belgium,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Belgium,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,62
Belgium,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,25
Belgium,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,12
Bulgaria,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,71
Bulgaria,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,23
Bulgaria,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Bulgaria,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,62
Bulgaria,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,33
Bulgaria,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Bulgaria,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,65
Bulgaria,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Bulgaria,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Bulgaria,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,51
Bulgaria,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,34
Bulgaria,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,15
Bulgaria,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,65
Bulgaria,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Bulgaria,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Cyprus,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Cyprus,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,27
Cyprus,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,12
Cyprus,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,42
Cyprus,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,52
Cyprus,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Cyprus,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,:
Cyprus,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,:
Cyprus,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,:
Cyprus,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,:
Cyprus,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,:
Cyprus,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,:
Cyprus,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
Cyprus,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Cyprus,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Czech Republic,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
Czech Republic,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Czech Republic,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Czech Republic,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Czech Republic,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Czech Republic,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,10
Czech Republic,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,71
Czech Republic,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,20
Czech Republic,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,9
Czech Republic,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,58
Czech Republic,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Czech Republic,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,11
Czech Republic,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Czech Republic,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Czech Republic,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,9
Germany,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,67
Germany,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
Germany,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Germany,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
Germany,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,33
Germany,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Germany,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,69
Germany,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Germany,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Germany,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,51
Germany,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,40
Germany,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Germany,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,66
Germany,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Germany,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Denmark,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,65
Denmark,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,26
Denmark,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,9
Denmark,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
Denmark,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Denmark,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Denmark,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,57
Denmark,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,30
Denmark,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,13
Denmark,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,65
Denmark,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,27
Denmark,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Denmark,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,68
Denmark,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,24
Denmark,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Estonia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,85
Estonia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,13
Estonia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,2
Estonia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,79
Estonia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,15
Estonia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Estonia,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,89
Estonia,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,5
Estonia,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Estonia,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,75
Estonia,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,15
Estonia,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,10
Estonia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,75
Estonia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,8
Estonia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,17
Greece,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,53
Greece,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,42
Greece,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Greece,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,45
Greece,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,49
Greece,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Greece,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,57
Greece,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
Greece,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Greece,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,41
Greece,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,50
Greece,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,9
Greece,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,45
Greece,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,45
Greece,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,10
Spain,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,62
Spain,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
Spain,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Spain,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
Spain,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Spain,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Spain,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,58
Spain,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
Spain,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Spain,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,62
Spain,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
Spain,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Spain,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Spain,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
Spain,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Finland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,79
Finland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,14
Finland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Finland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,71
Finland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,21
Finland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,9
Finland,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,78
Finland,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,14
Finland,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Finland,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,70
Finland,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,20
Finland,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,10
Finland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,82
Finland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,12
Finland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
France,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
France,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
France,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
France,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
France,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,33
